Year,Date,Block,Sub_Plot,Treatment,ID,Group,Type,Species,Coverage
1,2022-10-17,1,22,BH,1-22-BH,Grass,Pasture Grass,Cynodon dactylon,7
1,2022-10-17,1,22,BH,1-22-BH,Sedge,Ruderal Graminoid,Cyperus spp.,5
1,2022-10-17,1,22,BH,1-22-BH,Forb,Obligate Forb,Dalea pinnata,0
1,2022-10-17,1,22,BH,1-22-BH,Forb,Ruderal Forb,Dichondra spp.,3
1,2022-10-17,1,22,BH,1-22-BH,Grass,Eragrostis spectabilis,Eragrostis spectabilis,0
1,2022-10-17,1,22,BH,1-22-BH,Forb,Ruderal Forb,Lactuca canadensis,1
1,2022-10-17,1,22,BH,1-22-BH,Forb,Obligate Forb,Liatris gracilis,0
1,2022-10-17,1,22,BH,1-22-BH,Forb,Ruderal Forb,Oxalis corniculata,2
1,2022-10-17,1,22,BH,1-22-BH,Grass,Pasture Grass,Paspalum notatum,4
1,2022-10-17,1,22,BH,1-22-BH,Grass,Ruderal Graminoid,Paspalum setaceum,0
1,2022-10-17,1,22,BH,1-22-BH,Forb,Obligate Forb,Pityopsis trayci,7
1,2022-10-17,1,22,BH,1-22-BH,Forb,Ruderal Forb,Richardia spp.,2
1,2022-10-17,1,22,BH,1-22-BH,Grass,Obligate Graminoid,Sorghastrum secundum,2
1,2022-10-17,1,23,LM,1-23-LM,Forb,Ruderal Forb,Acalypha gracilens,2
1,2022-10-17,1,23,LM,1-23-LM,Grass,Obligate Graminoid,Andropogon ternarius,0
1,2022-10-17,1,23,LM,1-23-LM,Grass,Andropogon virginicus,Andropogon virginicus,0
1,2022-10-17,1,23,LM,1-23-LM,Grass,Pasture Grass,Cynodon dactylon,7
1,2022-10-17,1,23,LM,1-23-LM,Sedge,Ruderal Graminoid,Cyperus spp.,5
1,2022-10-17,1,23,LM,1-23-LM,Forb,Obligate Forb,Dalea pinnata,0
1,2022-10-17,1,23,LM,1-23-LM,Forb,Ruderal Forb,Dichondra spp.,3
1,2022-10-17,1,23,LM,1-23-LM,Grass,Eragrostis spectabilis,Eragrostis spectabilis,8
1,2022-10-17,1,23,LM,1-23-LM,Forb,Ruderal Forb,Lactuca canadensis,1
1,2022-10-17,1,23,LM,1-23-LM,Forb,Obligate Forb,Liatris gracilis,4
1,2022-10-17,1,23,LM,1-23-LM,Forb,Ruderal Forb,Oxalis corniculata,2
1,2022-10-17,1,23,LM,1-23-LM,Grass,Pasture Grass,Paspalum notatum,3
1,2022-10-17,1,23,LM,1-23-LM,Grass,Ruderal Graminoid,Paspalum setaceum,2
1,2022-10-17,1,23,LM,1-23-LM,Forb,Obligate Forb,Pityopsis trayci,7
1,2022-10-17,1,23,LM,1-23-LM,Forb,Ruderal Forb,Richardia spp.,2
1,2022-10-17,1,23,LM,1-23-LM,Grass,Obligate Graminoid,Sorghastrum secundum,3
1,2022-10-17,1,24,LH,1-24-LH,Forb,Ruderal Forb,Acalypha gracilens,1
1,2022-10-17,1,24,LH,1-24-LH,Grass,Obligate Graminoid,Andropogon ternarius,1
1,2022-10-17,1,24,LH,1-24-LH,Grass,Andropogon virginicus,Andropogon virginicus,0
1,2022-10-17,1,24,LH,1-24-LH,Grass,Pasture Grass,Cynodon dactylon,7
1,2022-10-17,1,24,LH,1-24-LH,Sedge,Ruderal Graminoid,Cyperus spp.,6
1,2022-10-17,1,24,LH,1-24-LH,Forb,Obligate Forb,Dalea pinnata,0
1,2022-10-17,1,24,LH,1-24-LH,Forb,Ruderal Forb,Dichondra spp.,3
1,2022-10-17,1,24,LH,1-24-LH,Grass,Eragrostis spectabilis,Eragrostis spectabilis,7
1,2022-10-17,1,24,LH,1-24-LH,Forb,Ruderal Forb,Lactuca canadensis,1
1,2022-10-17,1,24,LH,1-24-LH,Forb,Obligate Forb,Liatris gracilis,4
1,2022-10-17,1,24,LH,1-24-LH,Forb,Ruderal Forb,Oxalis corniculata,2
1,2022-10-17,1,24,LH,1-24-LH,Grass,Pasture Grass,Paspalum notatum,4
1,2022-10-17,1,24,LH,1-24-LH,Grass,Ruderal Graminoid,Paspalum setaceum,2
1,2022-10-17,1,24,LH,1-24-LH,Forb,Obligate Forb,Pityopsis trayci,6
1,2022-10-17,1,24,LH,1-24-LH,Forb,Ruderal Forb,Richardia spp.,4
1,2022-10-17,1,24,LH,1-24-LH,Grass,Obligate Graminoid,Sorghastrum secundum,1
1,2022-10-17,2,1,C,2-1-C,Forb,Ruderal Forb,Acalypha gracilens,3
1,2022-10-17,2,1,C,2-1-C,Grass,Obligate Graminoid,Andropogon ternarius,0
1,2022-10-17,2,1,C,2-1-C,Grass,Andropogon virginicus,Andropogon virginicus,0
1,2022-10-17,2,1,C,2-1-C,Grass,Pasture Grass,Cynodon dactylon,8
1,2022-10-17,2,1,C,2-1-C,Sedge,Ruderal Graminoid,Cyperus spp.,5
1,2022-10-17,2,1,C,2-1-C,Forb,Obligate Forb,Dalea pinnata,0
1,2022-10-17,2,1,C,2-1-C,Forb,Ruderal Forb,Dichondra spp.,3
1,2022-10-17,2,1,C,2-1-C,Grass,Eragrostis spectabilis,Eragrostis spectabilis,0
1,2022-10-17,2,1,C,2-1-C,Forb,Ruderal Forb,Lactuca canadensis,1
1,2022-10-17,2,1,C,2-1-C,Forb,Obligate Forb,Liatris gracilis,0
1,2022-10-17,2,1,C,2-1-C,Forb,Ruderal Forb,Oxalis corniculata,3
1,2022-10-17,2,1,C,2-1-C,Grass,Pasture Grass,Paspalum notatum,4
1,2022-10-17,2,1,C,2-1-C,Grass,Ruderal Graminoid,Paspalum setaceum,2
1,2022-10-17,2,1,C,2-1-C,Forb,Obligate Forb,Pityopsis trayci,0
1,2022-10-17,2,1,C,2-1-C,Forb,Ruderal Forb,Richardia spp.,5
1,2022-10-17,2,1,C,2-1-C,Forb,Ruderal Forb,Rumex hastatulus,2
1,2022-10-17,2,1,C,2-1-C,Grass,Obligate Graminoid,Sorghastrum secundum,0
1,2022-10-17,2,2,W,2-2-W,Forb,Ruderal Forb,Acalypha gracilens,2
1,2022-10-17,2,2,W,2-2-W,Grass,Obligate Graminoid,Andropogon ternarius,0
1,2022-10-17,2,2,W,2-2-W,Grass,Andropogon virginicus,Andropogon virginicus,0
1,2022-10-17,2,2,W,2-2-W,Grass,Aristida beyrichiana,Aristida beyrichiana,0
1,2022-10-17,2,2,W,2-2-W,Grass,Pasture Grass,Cynodon dactylon,9
1,2022-10-17,2,2,W,2-2-W,Sedge,Ruderal Graminoid,Cyperus spp.,1
1,2022-10-17,2,2,W,2-2-W,Forb,Obligate Forb,Dalea pinnata,0
1,2022-10-17,2,2,W,2-2-W,Forb,Ruderal Forb,Dichondra spp.,1
1,2022-10-17,2,2,W,2-2-W,Grass,Eragrostis spectabilis,Eragrostis spectabilis,0
1,2022-10-17,2,2,W,2-2-W,Forb,Ruderal Forb,Lactuca canadensis,1
1,2022-10-17,2,2,W,2-2-W,Forb,Obligate Forb,Liatris gracilis,0
1,2022-10-17,2,2,W,2-2-W,Forb,Ruderal Forb,Oxalis corniculata,1
1,2022-10-17,2,2,W,2-2-W,Grass,Pasture Grass,Paspalum notatum,4
1,2022-10-17,2,2,W,2-2-W,Grass,Ruderal Graminoid,Paspalum setaceum,2
1,2022-10-17,2,2,W,2-2-W,Forb,Obligate Forb,Pityopsis trayci,0
1,2022-10-17,2,2,W,2-2-W,Forb,Ruderal Forb,Richardia spp.,2
1,2022-10-17,2,2,W,2-2-W,Forb,Ruderal Forb,Rumex hastatulus,1
1,2022-10-17,2,2,W,2-2-W,Grass,Obligate Graminoid,Sorghastrum secundum,0
1,2022-10-17,2,3,BM,2-3-BM,Forb,Ruderal Forb,Acalypha gracilens,0
1,2022-10-17,2,3,BM,2-3-BM,Grass,Obligate Graminoid,Andropogon ternarius,2
1,2022-10-17,2,3,BM,2-3-BM,Grass,Andropogon virginicus,Andropogon virginicus,0
1,2022-10-17,2,3,BM,2-3-BM,Grass,Pasture Grass,Cynodon dactylon,7
1,2022-10-17,2,3,BM,2-3-BM,Sedge,Ruderal Graminoid,Cyperus spp.,3
1,2022-10-17,2,3,BM,2-3-BM,Forb,Obligate Forb,Dalea pinnata,0
1,2022-10-17,2,3,BM,2-3-BM,Forb,Ruderal Forb,Dichondra spp.,5
1,2022-10-17,2,3,BM,2-3-BM,Grass,Eragrostis spectabilis,Eragrostis spectabilis,0
1,2022-10-17,2,3,BM,2-3-BM,Grass,Ruderal Grass,Eustachys petraea,4
1,2022-10-17,2,3,BM,2-3-BM,Forb,Ruderal Forb,Lactuca canadensis,2
1,2022-10-17,2,3,BM,2-3-BM,Forb,Obligate Forb,Liatris gracilis,0
1,2022-10-17,2,3,BM,2-3-BM,Forb,Ruderal Forb,Oxalis corniculata,2
1,2022-10-17,2,3,BM,2-3-BM,Grass,Pasture Grass,Paspalum notatum,5
1,2022-10-17,2,3,BM,2-3-BM,Grass,Ruderal Graminoid,Paspalum setaceum,0
1,2022-10-17,2,3,BM,2-3-BM,Forb,Obligate Forb,Pityopsis trayci,0
1,2022-10-17,2,3,BM,2-3-BM,Forb,Ruderal Forb,Richardia spp.,4
1,2022-10-17,2,3,BM,2-3-BM,Forb,Ruderal Forb,Rumex hastatulus,0
1,2022-10-17,2,3,BM,2-3-BM,Grass,Obligate Graminoid,Sorghastrum secundum,0
1,2022-10-17,2,4,BH,2-4-BH,Forb,Ruderal Forb,Acalypha gracilens,1
1,2022-10-17,2,4,BH,2-4-BH,Grass,Obligate Graminoid,Andropogon ternarius,2
1,2022-10-17,2,4,BH,2-4-BH,Grass,Andropogon virginicus,Andropogon virginicus,2
1,2022-10-17,2,4,BH,2-4-BH,Grass,Pasture Grass,Cynodon dactylon,8
1,2022-10-17,2,4,BH,2-4-BH,Sedge,Ruderal Graminoid,Cyperus spp.,4
1,2022-10-17,2,4,BH,2-4-BH,Forb,Obligate Forb,Dalea pinnata,0
1,2022-10-17,2,4,BH,2-4-BH,Forb,Ruderal Forb,Dichondra spp.,4
1,2022-10-17,2,4,BH,2-4-BH,Grass,Eragrostis spectabilis,Eragrostis spectabilis,0
1,2022-10-17,2,4,BH,2-4-BH,Forb,Ruderal Forb,Lactuca canadensis,0
1,2022-10-17,2,4,BH,2-4-BH,Forb,Obligate Forb,Liatris gracilis,1
1,2022-10-17,2,4,BH,2-4-BH,Forb,Ruderal Forb,Oxalis corniculata,2
1,2022-10-17,2,4,BH,2-4-BH,Grass,Pasture Grass,Paspalum notatum,5
1,2022-10-17,2,4,BH,2-4-BH,Grass,Ruderal Graminoid,Paspalum setaceum,1
1,2022-10-17,2,4,BH,2-4-BH,Forb,Obligate Forb,Pityopsis trayci,7
1,2022-10-17,2,4,BH,2-4-BH,Forb,Ruderal Forb,Richardia spp.,5
1,2022-10-17,2,4,BH,2-4-BH,Forb,Ruderal Forb,Rumex hastatulus,0
1,2022-10-17,2,4,BH,2-4-BH,Grass,Obligate Graminoid,Sorghastrum secundum,0
1,2022-10-17,2,5,LM,2-5-LM,Forb,Ruderal Forb,Acalypha gracilens,3
1,2022-10-17,2,5,LM,2-5-LM,Grass,Obligate Graminoid,Andropogon ternarius,0
1,2022-10-17,2,5,LM,2-5-LM,Grass,Andropogon virginicus,Andropogon virginicus,0
1,2022-10-17,2,5,LM,2-5-LM,Grass,Pasture Grass,Cynodon dactylon,7
1,2022-10-17,2,5,LM,2-5-LM,Sedge,Ruderal Graminoid,Cyperus spp.,4
1,2022-10-17,2,5,LM,2-5-LM,Forb,Obligate Forb,Dalea pinnata,0
1,2022-10-17,2,5,LM,2-5-LM,Forb,Ruderal Forb,Dichondra spp.,3
1,2022-10-17,2,5,LM,2-5-LM,Grass,Eragrostis spectabilis,Eragrostis spectabilis,4
1,2022-10-17,2,5,LM,2-5-LM,Forb,Ruderal Forb,Lactuca canadensis,1
1,2022-10-17,2,5,LM,2-5-LM,Forb,Obligate Forb,Liatris gracilis,0
1,2022-10-17,2,5,LM,2-5-LM,Forb,Ruderal Forb,Oxalis corniculata,2
1,2022-10-17,2,5,LM,2-5-LM,Grass,Pasture Grass,Paspalum notatum,5
1,2022-10-17,2,5,LM,2-5-LM,Grass,Ruderal Graminoid,Paspalum setaceum,0
1,2022-10-17,2,5,LM,2-5-LM,Forb,Obligate Forb,Pityopsis trayci,4
1,2022-10-17,2,5,LM,2-5-LM,Forb,Ruderal Forb,Richardia spp.,6
1,2022-10-17,2,5,LM,2-5-LM,Forb,Ruderal Forb,Rumex hastatulus,1
1,2022-10-17,2,5,LM,2-5-LM,Grass,Obligate Graminoid,Sorghastrum secundum,0
1,2022-10-17,2,6,LH,2-6-LH,Forb,Ruderal Forb,Acalypha gracilens,0
1,2022-10-17,2,6,LH,2-6-LH,Grass,Obligate Graminoid,Andropogon ternarius,0
1,2022-10-17,2,6,LH,2-6-LH,Grass,Andropogon virginicus,Andropogon virginicus,0
1,2022-10-17,2,6,LH,2-6-LH,Grass,Pasture Grass,Cynodon dactylon,9
1,2022-10-17,2,6,LH,2-6-LH,Sedge,Ruderal Graminoid,Cyperus spp.,2
1,2022-10-17,2,6,LH,2-6-LH,Forb,Obligate Forb,Dalea pinnata,0
1,2022-10-17,2,6,LH,2-6-LH,Forb,Ruderal Forb,Dichondra spp.,2
1,2022-10-17,2,6,LH,2-6-LH,Grass,Eragrostis spectabilis,Eragrostis spectabilis,4
1,2022-10-17,2,6,LH,2-6-LH,Forb,Ruderal Forb,Lactuca canadensis,0
1,2022-10-17,2,6,LH,2-6-LH,Forb,Obligate Forb,Liatris gracilis,1
1,2022-10-17,2,6,LH,2-6-LH,Forb,Ruderal Forb,Oxalis corniculata,2
1,2022-10-17,2,6,LH,2-6-LH,Grass,Pasture Grass,Paspalum notatum,4
1,2022-10-17,2,6,LH,2-6-LH,Grass,Ruderal Graminoid,Paspalum setaceum,0
1,2022-10-17,2,6,LH,2-6-LH,Forb,Obligate Forb,Pityopsis trayci,3
1,2022-10-17,2,6,LH,2-6-LH,Forb,Ruderal Forb,Richardia spp.,2
1,2022-10-17,2,6,LH,2-6-LH,Forb,Ruderal Forb,Rumex hastatulus,0
1,2022-10-17,2,6,LH,2-6-LH,Grass,Obligate Graminoid,Sorghastrum secundum,1
1,2022-10-17,2,7,LM,2-7-LM,Forb,Ruderal Forb,Acalypha gracilens,1
1,2022-10-17,2,7,LM,2-7-LM,Grass,Obligate Graminoid,Andropogon ternarius,0
1,2022-10-17,2,7,LM,2-7-LM,Grass,Andropogon virginicus,Andropogon virginicus,0
1,2022-10-17,2,7,LM,2-7-LM,Grass,Pasture Grass,Cynodon dactylon,7
1,2022-10-17,2,7,LM,2-7-LM,Sedge,Ruderal Graminoid,Cyperus spp.,3
1,2022-10-17,2,7,LM,2-7-LM,Forb,Obligate Forb,Dalea pinnata,1
1,2022-10-17,2,7,LM,2-7-LM,Forb,Ruderal Forb,Dichondra spp.,4
1,2022-10-17,2,7,LM,2-7-LM,Grass,Eragrostis spectabilis,Eragrostis spectabilis,5
1,2022-10-17,2,7,LM,2-7-LM,Forb,Ruderal Forb,Lactuca canadensis,1
1,2022-10-17,2,7,LM,2-7-LM,Forb,Obligate Forb,Liatris gracilis,3
1,2022-10-17,2,7,LM,2-7-LM,Forb,Ruderal Forb,Oxalis corniculata,3
1,2022-10-17,2,7,LM,2-7-LM,Grass,Pasture Grass,Paspalum notatum,7
1,2022-10-17,2,7,LM,2-7-LM,Grass,Ruderal Graminoid,Paspalum setaceum,2
1,2022-10-17,2,7,LM,2-7-LM,Forb,Obligate Forb,Pityopsis trayci,7
1,2022-10-17,2,7,LM,2-7-LM,Forb,Ruderal Forb,Richardia spp.,3
1,2022-10-17,2,7,LM,2-7-LM,Forb,Ruderal Forb,Rumex hastatulus,0
1,2022-10-17,2,7,LM,2-7-LM,Grass,Obligate Graminoid,Sorghastrum secundum,1
1,2022-10-17,2,8,BM,2-8-BM,Forb,Ruderal Forb,Acalypha gracilens,0
1,2022-10-17,2,8,BM,2-8-BM,Grass,Obligate Graminoid,Andropogon ternarius,0
1,2022-10-17,2,8,BM,2-8-BM,Grass,Andropogon virginicus,Andropogon virginicus,4
1,2022-10-17,2,8,BM,2-8-BM,Grass,Pasture Grass,Cynodon dactylon,7
1,2022-10-17,2,8,BM,2-8-BM,Sedge,Ruderal Graminoid,Cyperus spp.,3
1,2022-10-17,2,8,BM,2-8-BM,Forb,Obligate Forb,Dalea pinnata,1
1,2022-10-17,2,8,BM,2-8-BM,Forb,Ruderal Forb,Dichondra spp.,4
1,2022-10-17,2,8,BM,2-8-BM,Grass,Eragrostis spectabilis,Eragrostis spectabilis,0
1,2022-10-17,2,8,BM,2-8-BM,Forb,Ruderal Forb,Lactuca canadensis,1
1,2022-10-17,2,8,BM,2-8-BM,Forb,Obligate Forb,Liatris gracilis,3
1,2022-10-17,2,8,BM,2-8-BM,Forb,Ruderal Forb,Oxalis corniculata,3
1,2022-10-17,2,8,BM,2-8-BM,Grass,Pasture Grass,Paspalum notatum,7
1,2022-10-17,2,8,BM,2-8-BM,Grass,Ruderal Graminoid,Paspalum setaceum,5
1,2022-10-17,2,8,BM,2-8-BM,Forb,Obligate Forb,Pityopsis trayci,7
1,2022-10-17,2,8,BM,2-8-BM,Forb,Ruderal Forb,Richardia spp.,3
1,2022-10-17,2,8,BM,2-8-BM,Forb,Ruderal Forb,Rumex hastatulus,0
1,2022-10-17,2,8,BM,2-8-BM,Grass,Obligate Graminoid,Sorghastrum secundum,1
1,2022-10-17,2,9,LH,2-9-LH,Forb,Ruderal Forb,Acalypha gracilens,0
1,2022-10-17,2,9,LH,2-9-LH,Grass,Obligate Graminoid,Andropogon ternarius,4
1,2022-10-17,2,9,LH,2-9-LH,Grass,Andropogon virginicus,Andropogon virginicus,0
1,2022-10-17,2,9,LH,2-9-LH,Grass,Pasture Grass,Cynodon dactylon,7
1,2022-10-17,2,9,LH,2-9-LH,Sedge,Ruderal Graminoid,Cyperus spp.,1
1,2022-10-17,2,9,LH,2-9-LH,Forb,Obligate Forb,Dalea pinnata,2
1,2022-10-17,2,9,LH,2-9-LH,Forb,Ruderal Forb,Dichondra spp.,2
1,2022-10-17,2,9,LH,2-9-LH,Grass,Eragrostis spectabilis,Eragrostis spectabilis,7
1,2022-10-17,2,9,LH,2-9-LH,Grass,Ruderal Grass,Eustachys petraea,6
1,2022-10-17,2,9,LH,2-9-LH,Forb,Ruderal Forb,Lactuca canadensis,1
1,2022-10-17,2,9,LH,2-9-LH,Forb,Obligate Forb,Liatris gracilis,2
1,2022-10-17,2,9,LH,2-9-LH,Forb,Ruderal Forb,Oxalis corniculata,2
1,2022-10-17,2,9,LH,2-9-LH,Grass,Pasture Grass,Paspalum notatum,4
1,2022-10-17,2,9,LH,2-9-LH,Grass,Ruderal Graminoid,Paspalum setaceum,0
1,2022-10-17,2,9,LH,2-9-LH,Forb,Obligate Forb,Pityopsis trayci,4
1,2022-10-17,2,9,LH,2-9-LH,Forb,Ruderal Forb,Richardia spp.,3
1,2022-10-17,2,9,LH,2-9-LH,Forb,Ruderal Forb,Rumex hastatulus,0
1,2022-10-17,2,9,LH,2-9-LH,Grass,Obligate Graminoid,Sorghastrum secundum,4
1,2022-10-17,2,10,W,2-10-W,Forb,Ruderal Forb,Acalypha gracilens,0
1,2022-10-17,2,10,W,2-10-W,Grass,Obligate Graminoid,Andropogon ternarius,0
1,2022-10-17,2,10,W,2-10-W,Grass,Andropogon virginicus,Andropogon virginicus,0
1,2022-10-17,2,10,W,2-10-W,Grass,Aristida beyrichiana,Aristida beyrichiana,0
1,2022-10-17,2,10,W,2-10-W,Grass,Pasture Grass,Cynodon dactylon,7
1,2022-10-17,2,10,W,2-10-W,Sedge,Ruderal Graminoid,Cyperus spp.,3
1,2022-10-17,2,10,W,2-10-W,Forb,Obligate Forb,Dalea pinnata,0
1,2022-10-17,2,10,W,2-10-W,Forb,Ruderal Forb,Dichondra spp.,3
1,2022-10-17,2,10,W,2-10-W,Grass,Eragrostis spectabilis,Eragrostis spectabilis,0
1,2022-10-17,2,10,W,2-10-W,Grass,Ruderal Grass,Eustachys petraea,4
1,2022-10-17,2,10,W,2-10-W,Forb,Ruderal Forb,Lactuca canadensis,1
1,2022-10-17,2,10,W,2-10-W,Forb,Obligate Forb,Liatris gracilis,0
1,2022-10-17,2,10,W,2-10-W,Forb,Ruderal Forb,Oxalis corniculata,3
1,2022-10-17,2,10,W,2-10-W,Grass,Pasture Grass,Paspalum notatum,6
1,2022-10-17,2,10,W,2-10-W,Grass,Ruderal Graminoid,Paspalum setaceum,0
1,2022-10-17,2,10,W,2-10-W,Forb,Obligate Forb,Pityopsis trayci,3
1,2022-10-17,2,10,W,2-10-W,Forb,Ruderal Forb,Richardia spp.,4
1,2022-10-17,2,10,W,2-10-W,Forb,Ruderal Forb,Rumex hastatulus,0
1,2022-10-17,2,10,W,2-10-W,Grass,Obligate Graminoid,Sorghastrum secundum,0
1,2022-10-17,2,11,C,2-11-C,Forb,Ruderal Forb,Acalypha gracilens,0
1,2022-10-17,2,11,C,2-11-C,Grass,Obligate Graminoid,Andropogon ternarius,0
1,2022-10-17,2,11,C,2-11-C,Grass,Andropogon virginicus,Andropogon virginicus,0
1,2022-10-17,2,11,C,2-11-C,Grass,Pasture Grass,Cynodon dactylon,9
1,2022-10-17,2,11,C,2-11-C,Sedge,Ruderal Graminoid,Cyperus spp.,1
1,2022-10-17,2,11,C,2-11-C,Forb,Obligate Forb,Dalea pinnata,0
1,2022-10-17,2,11,C,2-11-C,Forb,Ruderal Forb,Dichondra spp.,2
1,2022-10-17,2,11,C,2-11-C,Grass,Eragrostis spectabilis,Eragrostis spectabilis,0
1,2022-10-17,2,11,C,2-11-C,Forb,Ruderal Forb,Lactuca canadensis,1
1,2022-10-17,2,11,C,2-11-C,Forb,Obligate Forb,Liatris gracilis,0
1,2022-10-17,2,11,C,2-11-C,Forb,Ruderal Forb,Oxalis corniculata,3
1,2022-10-17,2,11,C,2-11-C,Grass,Pasture Grass,Paspalum notatum,4
1,2022-10-17,2,11,C,2-11-C,Grass,Ruderal Graminoid,Paspalum setaceum,0
1,2022-10-17,2,11,C,2-11-C,Forb,Obligate Forb,Pityopsis trayci,0
1,2022-10-17,2,11,C,2-11-C,Forb,Ruderal Forb,Richardia spp.,2
1,2022-10-17,2,11,C,2-11-C,Forb,Ruderal Forb,Rumex hastatulus,0
1,2022-10-17,2,11,C,2-11-C,Grass,Obligate Graminoid,Sorghastrum secundum,0
1,2022-10-17,2,12,BH,2-12-BH,Forb,Ruderal Forb,Acalypha gracilens,1
1,2022-10-17,2,12,BH,2-12-BH,Grass,Obligate Graminoid,Andropogon ternarius,4
1,2022-10-17,2,12,BH,2-12-BH,Grass,Andropogon virginicus,Andropogon virginicus,2
1,2022-10-17,2,12,BH,2-12-BH,Grass,Pasture Grass,Cynodon dactylon,8
1,2022-10-17,2,12,BH,2-12-BH,Sedge,Ruderal Graminoid,Cyperus spp.,4
1,2022-10-17,2,12,BH,2-12-BH,Forb,Obligate Forb,Dalea pinnata,1
1,2022-10-17,2,12,BH,2-12-BH,Forb,Ruderal Forb,Dichondra spp.,2
1,2022-10-17,2,12,BH,2-12-BH,Grass,Eragrostis spectabilis,Eragrostis spectabilis,0
1,2022-10-17,2,12,BH,2-12-BH,Forb,Ruderal Forb,Lactuca canadensis,1
1,2022-10-17,2,12,BH,2-12-BH,Forb,Obligate Forb,Liatris gracilis,1
1,2022-10-17,2,12,BH,2-12-BH,Forb,Ruderal Forb,Oxalis corniculata,2
1,2022-10-17,2,12,BH,2-12-BH,Grass,Pasture Grass,Paspalum notatum,6
1,2022-10-17,2,12,BH,2-12-BH,Grass,Ruderal Graminoid,Paspalum setaceum,0
1,2022-10-17,2,12,BH,2-12-BH,Forb,Obligate Forb,Pityopsis trayci,4
1,2022-10-17,2,12,BH,2-12-BH,Forb,Ruderal Forb,Richardia spp.,2
1,2022-10-17,2,12,BH,2-12-BH,Forb,Ruderal Forb,Rumex hastatulus,0
1,2022-10-17,2,12,BH,2-12-BH,Grass,Obligate Graminoid,Sorghastrum secundum,0
1,2022-10-17,2,13,BH,2-13-BH,Forb,Ruderal Forb,Acalypha gracilens,2
1,2022-10-17,2,13,BH,2-13-BH,Grass,Obligate Graminoid,Andropogon ternarius,0
1,2022-10-17,2,13,BH,2-13-BH,Grass,Andropogon virginicus,Andropogon virginicus,4
1,2022-10-17,2,13,BH,2-13-BH,Grass,Pasture Grass,Cynodon dactylon,4
1,2022-10-17,2,13,BH,2-13-BH,Sedge,Ruderal Graminoid,Cyperus spp.,2
1,2022-10-17,2,13,BH,2-13-BH,Forb,Obligate Forb,Dalea pinnata,2
1,2022-10-17,2,13,BH,2-13-BH,Forb,Ruderal Forb,Dichondra spp.,2
1,2022-10-17,2,13,BH,2-13-BH,Grass,Eragrostis spectabilis,Eragrostis spectabilis,0
1,2022-10-17,2,13,BH,2-13-BH,Forb,Ruderal Forb,Lactuca canadensis,1
1,2022-10-17,2,13,BH,2-13-BH,Forb,Obligate Forb,Liatris gracilis,2
1,2022-10-17,2,13,BH,2-13-BH,Forb,Ruderal Forb,Oxalis corniculata,2
1,2022-10-17,2,13,BH,2-13-BH,Grass,Pasture Grass,Paspalum notatum,8
1,2022-10-17,2,13,BH,2-13-BH,Grass,Ruderal Graminoid,Paspalum setaceum,2
1,2022-10-17,2,13,BH,2-13-BH,Forb,Obligate Forb,Pityopsis trayci,6
1,2022-10-17,2,13,BH,2-13-BH,Forb,Ruderal Forb,Richardia spp.,2
1,2022-10-17,2,13,BH,2-13-BH,Forb,Ruderal Forb,Rumex hastatulus,0
1,2022-10-17,2,13,BH,2-13-BH,Grass,Obligate Graminoid,Sorghastrum secundum,4
1,2022-10-17,2,14,LH,2-14-LH,Forb,Ruderal Forb,Acalypha gracilens,1
1,2022-10-17,2,14,LH,2-14-LH,Grass,Obligate Graminoid,Andropogon ternarius,4
1,2022-10-17,2,14,LH,2-14-LH,Grass,Andropogon virginicus,Andropogon virginicus,0
1,2022-10-17,2,14,LH,2-14-LH,Grass,Pasture Grass,Cynodon dactylon,5
1,2022-10-17,2,14,LH,2-14-LH,Sedge,Ruderal Graminoid,Cyperus spp.,22
1,2022-10-17,2,14,LH,2-14-LH,Forb,Obligate Forb,Dalea pinnata,2
1,2022-10-17,2,14,LH,2-14-LH,Forb,Ruderal Forb,Dichondra spp.,3
1,2022-10-17,2,14,LH,2-14-LH,Grass,Eragrostis spectabilis,Eragrostis spectabilis,7
1,2022-10-17,2,14,LH,2-14-LH,Grass,Ruderal Grass,Eustachys petraea,5
1,2022-10-17,2,14,LH,2-14-LH,Forb,Ruderal Forb,Lactuca canadensis,2
1,2022-10-17,2,14,LH,2-14-LH,Forb,Obligate Forb,Liatris gracilis,1
1,2022-10-17,2,14,LH,2-14-LH,Forb,Ruderal Forb,Oxalis corniculata,2
1,2022-10-17,2,14,LH,2-14-LH,Grass,Pasture Grass,Paspalum notatum,6
1,2022-10-17,2,14,LH,2-14-LH,Grass,Ruderal Graminoid,Paspalum setaceum,2
1,2022-10-17,2,14,LH,2-14-LH,Forb,Obligate Forb,Pityopsis trayci,6
1,2022-10-17,2,14,LH,2-14-LH,Forb,Ruderal Forb,Richardia spp.,2
1,2022-10-17,2,14,LH,2-14-LH,Forb,Ruderal Forb,Rumex hastatulus,0
1,2022-10-17,2,14,LH,2-14-LH,Grass,Obligate Graminoid,Sorghastrum secundum,4
1,2022-10-17,2,15,W,2-15-W,Forb,Ruderal Forb,Acalypha gracilens,0
1,2022-10-17,2,15,W,2-15-W,Grass,Obligate Graminoid,Andropogon ternarius,0
1,2022-10-17,2,15,W,2-15-W,Grass,Andropogon virginicus,Andropogon virginicus,0
1,2022-10-17,2,15,W,2-15-W,Grass,Aristida beyrichiana,Aristida beyrichiana,0
